workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
02. Checklist 2026_Final - Wing.xlsx	H1 People	106	Cashier		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B106	DIRECT	C106	SOURCE_BLANK	D106	DIRECT	E106	F106	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	107	Security		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B107	DIRECT	C107	SOURCE_BLANK	D107	DIRECT	E107	F107	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	108	Security		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B108	DIRECT	C108	SOURCE_BLANK	D108	DIRECT	E108	F108	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	109	Delivery Man		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B109	DIRECT	C109	SOURCE_BLANK	D109	DIRECT	E109	F109	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	110	Delivery Man		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B110	DIRECT	C110	SOURCE_BLANK	D110	DIRECT	E110	F110	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	111	Delivery Man		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B111	DIRECT	C111	SOURCE_BLANK	D111	DIRECT	E111	F111	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	112	Delivery Man		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B112	DIRECT	C112	SOURCE_BLANK	D112	DIRECT	E112	F112	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	113	Admin Warehouse		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)"			B113	DIRECT	C113	SOURCE_BLANK	D113	DIRECT	E113	F113	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	114	PDI Man		Jumlah	"Untuk Dealer yang memiliki average Sales per bulan : 
a. ≤375 unit = 1 (* Guidance dari TSD)
b. >375 unit = Target Sales per bulan / 375 
*Untuk DG yang berada 1 area diijinkan untuk melakukan centralisasi pdiman, jika dealer grup melakukan sentralisasi gudang (reshape), maka rasio tersebut dihitung berdasarkan total penjualan rata-rata bulanan seluruh dealer grup dalam gudang yang disentralisasikan, yaitu tetap 1:375."	S G P	S G P	B114	DIRECT	C114	SOURCE_BLANK	D114	DIRECT	E114	F114	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H1 People	115	PDI Man		Training	"Sudah melakukan training (dengan masa kerja) :
a. Jika PDI Man 1 orang, maka minimal TTL2    
b. JIka 1 PDI Man > 1 orang, maka 1 orang minimal TTL 2"			B115	DIRECT	C115	SOURCE_BLANK	D115	DIRECT	E115	F115	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	4	Honda Care Unit		Honda Care Unit	"1. Dealer Big Wing dan layanan untuk konsumen EV 
- Layanan dan armada standar (mengacu kepada juklak Armada Honda Care HC3 : Box, motor, mekanik trained HEV, std tools, Helm & Apparel)
- Menyediakan baterai cadangan dan offboard untuk EV (sesuai dengan juklak Honda Care HC3)
2. Dealer Wing yang menjual EV dan layanan untuk konsumen EV  
* Layanan dan armada standar (mengacu kepada juklak Armada Honda Care HC3 : Box, motor, mekanik trained HEV, std tools, Helm & Apparel)
* Menyediakan baterai cadangan dan offboard untuk EV (sesuai dengan juklak Honda Care HC3)
3. Dealer Big Wing, Dealer Wing dan layanan untuk konsumen non EV :
- Layanan 100% complete dan armada sesuai ketersediaan dealer
Notes 
* Unit dalam keadaan bersih. Apabila perlu dicuci sesuai dengan kebutuhan
* Minimal sesuai Jam /hari Operasional Dealer/AHASS (boleh diluar jam/ hari operasional AHASS)
* Cakupan Area Disesuaikan dengan kebijakan masing-masing Main Dealer/Dealer
* Honda Care Unit Wajib di Pajang di Area Depan Dealer (terlihat konsumen)"			B4	DIRECT	C4	SOURCE_BLANK	D4	DIRECT	E4	F4	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	5	Kebersihan AHASS		Interior	"Kebersihan Interior :
-Lantai dan Dinding Bengkel
      - Bebas dari debu dan minyak pada saat tidak digunakan
      - Bersih dari sarang binatang 
*Dibersihkan dengan sapu pada saat Jam istirahat mekanik dari debu/ kotoran sisan motor dari motor yang di servis
*Dibersihkan setiap hari pada saat bengkel selesai beroperasi dengan menggunakan deterjen dan kain pel 
*Menchecklist Form kebersihan dan di dokumentasi (sebagai tools monitoring dan controllong)
- Piping System 
      - Instalasi pipa harus selalu dalam kondisi bersih  dan  tidak ada sarang binatang
- Meja SA dan Front Desk 
    - bersih dan tidak terkelupas 
-Ruang Tunggu 
    -Bebas dari sampah AMDK dan piring bekas Snack konsumen 
*Dibersihkan apabila ada bekas AMDK yang tidak di buang oleh konsumen 
-Toilet
    -Dalam keadaan bersih dan nyaman digunakan oleh Konsumen 
*Dibersihkan setiap hari dan diulang paling tidak 3x dalam sehari dan dicek kelengkapan di dalam toiletnya ( Pagi,Siang,Sore)"			B5	DIRECT	C5	SOURCE_BLANK	D5	DIRECT	E5	F5	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	6	Kebersihan AHASS		Checklist Kebersihan Interior	"1. Terdapat checklist kebersihan untuk area AHASS, tools, ruang tunggu, toilet, dan rak helm
2. Terdapat kolom checklist kebersihan minimal 3x sehari pada pagi, siang, dan sore hari
3. tercamtum jadwal pengecekan kebersihan dan di checklist sesuai waktu melakuakn pembersihan 
4. dalam keadaan bersih dan digunakan 
*posisi checklist disimpan di ruang Kepala Bengkel (termasuk ruang tunggu)"			B6	DIRECT	C6	SOURCE_BLANK	D6	DIRECT	E6	F6	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	7	Booking Service		Promotion Booking Service	"1. Berupa : Poster/looping image/stiker
2. Ukuran minimal A4
3. Template design dan warna minimal mengikuti template design AHM
4. Rapi, bersih, terbaca oleh konsumen
5. Terletak di area penerimaan konsumen dan ruang tunggu konsumen
6. Konten minimal :
    a. Link & logo customer apps (Prioritas) & No telpon booking servis
    b. Keterangan minimal booking H-1
    c. Kondisi hangus (30 menit terlambat)
7. No telpon booking service = no telpon AHASS dedicated (boleh no HP), bukan extention dari dealer
8. No telpon booking service bisa dihubungi oleh konsumen
9. Dilengkapi informasi terkait customer apps (booking service)"			B7	DIRECT	C7	SOURCE_BLANK	D7	DIRECT	E7	F7	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	8	Booking Service		Booking service board	"1. Berupa : softcopy/hardcopy.
2. Hardcopy ukuran minimal A3
3. Template design minimal mengikuti template design AHM
4. Terletak di area penerimaan konsumen
5.  Konten minimal :
    a. Hari dan tanggal hari H
    b. Link & logo customer apps (Prioritas) & No telpon booking servis
    c. Nomer pit (jika jumlah pit booking servis > 1)
    d. Jam booking
    e. Nama konsumen
    f. Nomer polisi
*Adjust mandiri untuk ukuran papan booking service untuk Dealer yang slot nya besar"			B8	DIRECT	C8	SOURCE_BLANK	D8	DIRECT	E8	F8	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	9	Booking Service		"Data Follow-Up Reminder Servis by WA (rutinCRM/exclude booking service)
"	"1. Data reminder WA untuk servis KPB 2 - 4 & servis reguler yang dibagi oleh PIC CRM termasuk konsumen premium dan booking servis
2. Available berupa dealer apps (NMS) / file ms. Excel
3. Terdapat di admin CRM H2
4. Konten minimal berisi : 
     a. nama konsumen 
     b. no hp
     c. pekerjaan
     d. tipe & tahun motor sebelumnya
     f. tanggal follow up WA
     g. hasil follow up WA (misal terkirim/ tidak terkirim / booking servis/ servis kunjung / dll)
     h. keterangan

Note : proses reminder selalu update, minimal reminder WA dan telp dilakukan 1 hari yang lalu (di hari kerja) "			B9	DIRECT	C9	SOURCE_BLANK	D9	DIRECT	E9	F9	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	10	Parking Area		Parking in & out signage	"1. Terbaca oleh konsumen yang akan masuk ke AHASS
2. Terpisah antara in (parkir menunggu service) dan out (parkir selesai service)
3. Warna jelas dan tidak kusam/luntur
"	S G P	S G P	B10	DIRECT	C10	SOURCE_BLANK	D10	DIRECT	E10	F10	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	11	Parking Area		Parking lot	"1. Jumlah minimal = 2x jumlah pit fisik
2. Terletak di luar area pit kerja bengkel atau berada di area halaman bengkel yang tidak mengganggu manuver motor yang akan diservis
3. Terdapat marka/garis parkir per motor dengan ketentuan sbb :
   a. Warna marka/garis = putih/kuning
   b. Ukuran per motor min : 0.75 x 2.0 meter"			B11	DIRECT	C11	SOURCE_BLANK	D11	DIRECT	E11	F11	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	12	Parking Area		Queueing Number (Nomor Antrian)	"1. Jumlah minimal = jumlah pit aktif x 12
2. Terletak di area satpam/security AHASS
3. Rapi, dilaminating, tidak sobek
4. Standar minimal :
    a. Ukuran min 4 cm x 4 cm
    b. Warna dasar putih, tinta gelap
5. Konten minimal :
    a. Nomor urut yang di print 
6. Jika sudah menggunakan sistem antrian print, maka yang penting tertera nomor urutannya
7. Dibersihkan setiap sore dan tidak dipakai berulang dalam 1 hari"	S G P	S G P	B12	DIRECT	C12	SOURCE_BLANK	D12	DIRECT	E12	F12	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	13	Service Advisor Area		SA Desk (Old Vinci)	"1. Sesuai dengan standar AHM, bersih, tidak terkelupas/pudar
2. berlokasi diarea penerimaan konsumen 
kalau old vinci : exist Good"			B13	DIRECT	C13	SOURCE_BLANK	D13	DIRECT	E13	F13	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	14	Service Advisor Area		Rak Helm (Old Vinci)	"1. Rapi, bersih, dan digunakan oleh konsumen AHASS
2. Untuk new vinci : design sesuai standar AHM
3. Lokasi di area penerimaan konsumen, di dekat SA desk (lokasi sesuai yang di approve bersama)
Kalau old vinci : exist good"			B14	DIRECT	C14	SOURCE_BLANK	D14	DIRECT	E14	F14	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	15	Service Advisor Area		Struktur Organisasi	"1. Berupa : softcopy/hardcopy.
2. Hardcopy yang dibingkai rapi, berukuran minimal A3
3. Template design minimal mengikuti template design AHM
4. Terletak di area penerimaan konsumen
5.  Terbaca oleh konsumen
6. Terupdate
7. Konten minimal :
    a. Foto+ no HP kepala bengkel dan service advisor
    b. Jabatan lain berupa list nama"			B15	DIRECT	C15	SOURCE_BLANK	D15	DIRECT	E15	F15	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	16	Service Advisor Area		Device	"1. Utilisasi Device oleh SA adalah sebagai berikut
     a. Penerimaan konsumen
     b. Pengisian data konsumen
     c. Approval WO
2. Dalam keadaan berfungsi 
3. Device terhubung internet"			B16	DIRECT	C16	SOURCE_BLANK	D16	DIRECT	E16	F16	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	17	Service Advisor Area		Workshop Form (Form SA) Big Wing & Regular	"1. Berupa:
Big Wing, Wing, Regular H123: by sistem NMS
Regular H23: by sistem NMS
2. by Sistem NMS konten minimal sesuai dari AHM
4. Terletak di area penerimaan konsumen"	S G P	S G P	B17	DIRECT	C17	SOURCE_BLANK	D17	DIRECT	E17	F17	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	18	Service Advisor Area		Service tag	"1. Rapi dan tidak rusak
2. Terletak di SA desk atau area penerimaan konsumen
3. Mengikuti standar minimal yang diberikan oleh AHM sbb :
    a. Material minimal dari PVC/kertas manila dilaminating
    b. Ukuran minimal 18 cm x 9 cm
    c. Ukuran diameter gantungan 5.5 cm
    d. Tulisan merupakan hasil cetakan
    e. Tampak 2 sisi
4. Konten minimal sbb :
    a. Logo AHASS
    b. Nomer antrian
    c. Nama pekerjaan
5. Ketentuan warna dasar tag sbb :
   a. Regular = Hijau
   b. Booking = merah
   c. Fast track + EV = New Design EV (BW & W mengikuti ketentuan motor premium, khusus regular untuk PCX 160)*
   d. Pit Express = merah kuning

*New Design hanya untuk Selected Dealer yang menjual EV, apabila dealer tidak menjual EV, boleh menggunakan Desain existing"	S G P	S G P	B18	DIRECT	C18	SOURCE_BLANK	D18	DIRECT	E18	F18	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	19	Service Advisor Area		Cleaning Kit	"1. berisi campuran air bersih dengan sabun (dilarang menggunakan cairan yang mengandung alkohol)
2. wiping tools microfiber / plas chamois 
3. Terletak di area meja SA atau parkir motor selesai service"			B19	DIRECT	C19	SOURCE_BLANK	D19	DIRECT	E19	F19	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	20	Service Advisor Area		Informasi Jam Operasional Bengkel	"1. Terdapat tulisan/informasi jam operasional bengkel
2. Tulisan terlihat jelas oleh konsumen 
3. Penempatan di area penerimaan konsumen / pintu masuk bengkel
4. Jam operasional terlihat konsumen dari jalan"			B20	DIRECT	C20	SOURCE_BLANK	D20	DIRECT	E20	F20	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	21	Service Advisor Area		Honda Safety Check Sheet (HSCS)	"- Terdapat form HSCS dengan desain & konten sesuai standard AHM
- boleh berbentuk Manual Form / By Sistem di NMS
- Form yang telah diisi harus diberikan ke konsumen"	S G P	S G P	B21	DIRECT	C21	SOURCE_BLANK	D21	DIRECT	E21	F21	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	22	Material Promosi		"- Standar Produk Servis
- Paket servis tambahan (Pembersihan CVT, kuras tangki, dll)
- Produk tambahan AHASS (press body,las, cat,dll)
(nice to have)"	"1. Rapi, bersih, dan tidak rusak
2. Mudah terlihat konsumen di area penerimaan konsumen
3. Hardcopy/softcopy
4. Standar Produk Servis sesuai standar AHM ataupun paket produk service/ mandiri"			B22	DIRECT	C22	SOURCE_BLANK	D22	DIRECT	E22	F22	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	23	Material Promosi		Edukasi / Promosi Service, Parts & Oil	"1. Rapi, bersih, dan tidak rusak
2. Mudah terlihat konsumen di area penerimaan konsumen dan atau di area ruang tunggu konsumen
3. Hardcopy/softcopy
4. Logo AHASS & Honda mengikuti standard ViCi terbaru

notes: 
- edukasi : ada konten fitur dan manfaat 
- promosi : ada konten benefit nya "			B23	DIRECT	C23	SOURCE_BLANK	D23	DIRECT	E23	F23	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	24	Material Promosi		Material Promosi Customer Apps	"Material Promosi Customer Apps terpasang dengan baik di tempat yang dapat terbaca oleh konsumen (cth : Ruang tunggu AHASS dan/atau Showroom H1)

Rekomendasi Material Promosi Customer Apps:
1. Kondisi di dalam ruangan, tidak rusak, bersih, dan terlihat oleh konsumen
2. Ditekankan lebih ke tujuan item ini untuk meningkatkan awareness customer            
3. Jumlah minimal 1"			B24	DIRECT	C24	SOURCE_BLANK	D24	DIRECT	E24	F24	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	25	Media Informasi		Larangan Masuk & foto/video Area Bengkel	"1. terletak di area penerimaan konsumen dan area bengkel
2. berukuran 60 x 25 cm
3. desain sesuai standard AHM
4. rapi, bersih & tidak rusak"			B25	DIRECT	C25	SOURCE_BLANK	D25	DIRECT	E25	F25	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	26	Media Informasi		Informasi garansi Service	"1. terletak di area ruang tunggu konsumen 
2. desain sesuai standard AHM
3. rapi, bersih & tidak rusak
4. mudah dibaca oleh konsumen
5. dapat berupa hardcopy/softcopy"			B26	DIRECT	C26	SOURCE_BLANK	D26	DIRECT	E26	F26	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	27	Ruang tunggu		Kursi ruang tunggu	"1. Jumlah minimum = 2 x jumlah pit fisik (di luar kursi dealing table)
2. Kursi bersandar
3. Lokasi kursi sesuai dengan denah yang di approve bersama"	S G P	S G P	B27	DIRECT	C27	SOURCE_BLANK	D27	DIRECT	E27	F27	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	28	Ruang tunggu		TV	"1. Jumlah minimal = 2 TV
2. Ukuran min 32"" flat
3. Menampilkan televisi hiburan, promosi+ progres antrian
4. Diletakkan di hadapan konsumen dengan rapi, dan mudah dilihat oleh customer ketika menunggu 
5. Menampilkan video commercial dan tutorial Customer Apps bagi konsumen"	G P	G P	B28	DIRECT	C28	SOURCE_BLANK	D28	DIRECT	E28	F28	DIRECT
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	29	Ruang tunggu		Sertifikat Mekanik	"1. Mudah terbaca oleh konsumen 
2. Tertata rapi dan dalam kondisi yang baik
3. visual berupa : pajangan sertifikat dalam bentuk digital , ditampilkan di TV ruang tunggu
4. Dapat berupa sampling sesuai keterwakilan tiap level mekanik"			B29	DIRECT	C29	SOURCE_BLANK	D29	DIRECT	E29	F29	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H23 Premises	30	Ruang tunggu		Sirkulasi udara Ruang Tunggu	"1. Memiliki AC atau 1 buah kipas angin langit-langit  (ceiling fan) ukuran minimal 142 cm atau 2 buah kipas angin tembok/berdiri (standing fan) ukuran minimal 35cm 
2. Peletakan diatur sehingga seluruh ruang tunggu terkena sirkulasi udara
3. berfungsi dengan baik"	S G P	S G P	B30	DIRECT	C30	SOURCE_BLANK	D30	DIRECT	E30	F30	DIRECT
